"Name","gsm8k_cot/exact_match,strict-match","gsm8k_cot/exact_match_stderr,strict-match","gpqa_main_generative_n_shot/exact_match,flexible-extract","gpqa_main_generative_n_shot/exact_match_stderr,flexible-extract","task_configs.gpqa_main_cot_n_shot.generation_kwargs.top_p","Runtime","cli_configs.gen_kwargs.epsilon_cutoff","cli_configs.gen_kwargs.top_k","task_configs.gpqa_main_generative_n_shot.generation_kwargs.epsilon_cutoff","task_configs.gpqa_main_generative_n_shot.generation_kwargs.top_k","task_configs.gsm8k_cot.generation_kwargs.top_k","task_configs.gpqa_main_generative_n_shot.generation_kwargs.top_p","task_configs.gpqa_main_generative_n_shot.generation_kwargs.min_p","task_configs.gpqa_main_generative_n_shot.generation_kwargs.temperature","cli_configs.gen_kwargs.eta_cutoff","task_configs.gpqa_main_generative_n_shot.generation_kwargs.eta_cutoff","task_configs.gsm8k.generation_kwargs.min_p","task_configs.gsm8k_cot.generation_kwargs.min_p","task_configs.gsm8k_cot.generation_kwargs.top_p","task_configs.gsm8k_cot.generation_kwargs.temperature","task_configs.gsm8k_cot.generation_kwargs.epsilon_cutoff"
"gsm8k_cot_top_k_10_temp_1","0.21304018195602728","0.011278447856900796","","","","237","","10","","","10","","","","","","","","","1",""
"gsm8k_cot_top_k_20_temp_0.7","0.31842304776345715","0.012832225723075404","","","","226","","20","","","20","","","","","","","","","0.7",""
"gsm8k_cot_top_k_20_temp_0.5","0.3661865049279757","0.013270100238748844","","","","229","","20","","","20","","","","","","","","","0.5",""
"gsm8k_cot_temp_1.5","0","0","","","","269","","","","","","","","","","","","0","","1.5",""
"gsm8k_cot_temp_0.7","0.29567854435178165","0.012570068947898768","","","","206","","","","","","","","","","","","0","","0.7",""
"gsm8k_cot_temp_0.5","0.35860500379075055","0.013210317364134031","","","","207","","","","","","","","","","","","0","","0.5",""
"gsm8k_cot_epsilon_cutoff_0.0002_temp_0.5","0.35405610310841545","0.013172728385222567","","","","6861","0.0002","","","","","","","","","","","","","0.5","0.0002"
"gsm8k_cot_top_k_180_temp_1","0.17589082638362397","0.010487120635539606","","","","218","","180","","","180","","","","","","","","","1",""
"gsm8k_cot_top_k_10_temp_1","0.21304018195602728","0.011278447856900796","","","","225","","10","","","10","","","","","","","","","1",""
"gsm8k_cot_top_k_15_temp_1","0.1865049279757392","0.010729140039689906","","","","212","","15","","","15","","","","","","","","","1",""
"gsm8k_cot_top_k_10_temp_1","0.21304018195602728","0.011278447856900796","","","","209","","10","","","10","","","","","","","","","1",""
"gsm8k_cot_top_k_180_temp_5","0","0","","","","252","","180","","","180","","","","","","","","","5",""
"gsm8k_cot_top_k_180_temp_4","0","0","","","","257","","180","","","180","","","","","","","","","4",""
"gsm8k_cot_top_k_180_temp_3","0","0","","","","252","","180","","","180","","","","","","","","","3",""
"gsm8k_cot_top_k_180_temp_2","0","0","","","","252","","180","","","180","","","","","","","","","2",""
"gsm8k_cot_top_k_180_temp_1.5","0.0037907505686125857","0.0016927007401501936","","","","253","","180","","","180","","","","","","","","","1.5",""
"gsm8k_cot_top_k_180_temp_0.7","0.3062926459438969","0.0126969301065629","","","","202","","180","","","180","","","","","","","","","0.7",""
"gsm8k_cot_top_k_180_temp_0.5","0.35860500379075055","0.013210317364134031","","","","202","","180","","","180","","","","","","","","","0.5",""
"gsm8k_cot_top_k_15_temp_5","0","0","","","","258","","15","","","15","","","","","","","","","5",""
"gsm8k_cot_top_k_15_temp_4","0.000758150113722517","0.000758150113722517","","","","256","","15","","","15","","","","","","","","","4",""
"gsm8k_cot_top_k_15_temp_3","0.000758150113722517","0.0007581501137225247","","","","258","","15","","","15","","","","","","","","","3",""
"gsm8k_cot_top_k_15_temp_2","0.006065200909780136","0.0021386703014604695","","","","247","","15","","","15","","","","","","","","","2",""
"gsm8k_cot_top_k_15_temp_1.5","0.032600454890068235","0.004891669021939578","","","","230","","15","","","15","","","","","","","","","1.5",""
"gsm8k_cot_top_k_15_temp_0.7","0.29112964366944655","0.012513215297888463","","","","203","","15","","","15","","","","","","","","","0.7",""
"gsm8k_cot_top_k_15_temp_0.5","0.3654283548142532","0.013264282030266635","","","","202","","15","","","15","","","","","","","","","0.5",""
"gsm8k_cot_top_k_10_temp_5","0.000758150113722517","0.0007581501137225242","","","","258","","10","","","10","","","","","","","","","5",""
"gsm8k_cot_top_k_10_temp_4","0","0","","","","256","","10","","","10","","","","","","","","","4",""
"gsm8k_cot_top_k_10_temp_3","0.002274450341167551","0.001312157814867413","","","","251","","10","","","10","","","","","","","","","3",""
"gsm8k_cot_top_k_10_temp_2","0.00530705079605762","0.0020013057209480457","","","","239","","10","","","10","","","","","","","","","2",""
"gsm8k_cot_top_k_10_temp_1.5","0.04700530705079606","0.0058298983559372086","","","","220","","10","","","10","","","","","","","","","1.5",""
"gsm8k_cot_top_k_10_temp_0.7","0.30932524639878695","0.012731710925078112","","","","200","","10","","","10","","","","","","","","","0.7",""
"gsm8k_cot_top_k_10_temp_0.5","0.35860500379075055","0.01321031736413403","","","","201","","10","","","10","","","","","","","","","0.5",""
"gsm8k_cot_top_p_0.95_temp_1.5","0.003032600454890068","0.001514573561224548","","","","264","","","","","","","","","","","","","0.95","1.5",""
"gsm8k_cot_top_p_0.95_temp_1.5","0.003032600454890068","0.001514573561224548","","","","267","","","","","","","","","","","","","0.95","1.5",""
"gsm8k_cot_top_p_0.95_temp_0.7","0.32676269901440486","0.01291940810865643","","","","203","","","","","","","","","","","","","0.95","0.7",""
"gsm8k_cot_top_p_0.95_temp_0.5","0.35405610310841545","0.01317272838522256","","","","203","","","","","","","","","","","","","0.95","0.5",""
"gsm8k_cot_top_p_0.9_temp_1.5","0.006823351023502654","0.0022675371022545182","","","","264","","","","","","","","","","","","","0.9","1.5",""
"gsm8k_cot_top_p_0.9_temp_0.7","0.3608794541319182","0.013228626753925138","","","","200","","","","","","","","","","","","","0.9","0.7",""
"gsm8k_cot_top_p_0.9_temp_0.5","0.3646702047005307","0.013258428375662244","","","","203","","","","","","","","","","","","","0.9","0.5",""
"gsm8k_cot_min_p_0.1_temp_1.5","0.18423047763457165","0.010678414428555006","","","","205","","","","","","","","","","","","0.1","","1.5",""
"gsm8k_cot_min_p_0.1_temp_0.7","0.35178165276724793","0.01315344602353604","","","","202","","","","","","","","","","","","0.1","","0.7",""
"gsm8k_cot_min_p_0.1_temp_0.5","0.3661865049279757","0.013270100238748837","","","","201","","","","","","","","","","","","0.1","","0.5",""
"gsm8k_cot_min_p_0.05_temp_1.5","0.12282031842304776","0.00904110860287466","","","","217","","","","","","","","","","","","0.05","","1.5",""
"gsm8k_cot_min_p_0.05_temp_0.7","0.33434420015163","0.012994634003332768","","","","202","","","","","","","","","","","","0.05","","0.7",""
"gsm8k_cot_min_p_0.05_temp_0.5","0.37149355572403336","0.013309839075706483","","","","201","","","","","","","","","","","","0.05","","0.5",""
"GSM8K,min_p=0,top_p=1,temperature=2,stellar-shadow-57","0","0","","","","297","","","","","","","","","","","","0","1","2",""
"GSM8K,min_p=0,top_p=1,temperature=1,feasible-sunset-56","0.17513267626990145","0.01046930704315791","","","","219","","","","","","","","","","","","0","1","1",""
"GSM8K,min_p=0,top_p=1,temperature=0,dauntless-cloud-55","0.3889310083396513","0.013428382481274231","","","","253","","","","","","","","","","","","0","1","0",""
"GSM8K,min_p=0,top_p=0.95,temperature=3charmed-disco-149","0","0","","","","286","","","","","","","","","","","","0","0.95","3",""
"GSM8K,min_p=0,top_p=0.95,temperature=2,vocal-lion-148","0","0","","","","283","","","","","","","","","","","","0","0.95","2",""
"GSM8K,min_p=0,top_p=0.95,temperature=1,worthy-planet-147","0.2395754359363154","0.01175686434407741","","","","207","","","","","","","","","","","","0","0.95","1",""
"GSM8K,min_p=0.05,top_p=1,temperature=3,rose-leaf-146","0","0","","","","278","","","","","","","","","","","","0.05","1","3",""
"GSM8K,min_p=0.05,top_p=1,temperature=2,divine-resonance-145","0.01288855193328279","0.0031069012664996665","","","","254","","","","","","","","","","","","0.05","1","2",""
"GSM8K,min_p=0.05,top_p=1,temperature=1,good-snowball-144","0.27748294162244125","0.01233344758104754","","","","584","","","","","","","","","","","","0.05","1","1",""
"GSM8K,min_p=0,top_p=0.7,temperature=3,royal-monkey-143","0","0","","","","278","","","","","","","","","","","","0","0.7","3",""
"GSM8K,min_p=0,top_p=0.7,temperature=2,glowing-elevator-142","0","0","","","","276","","","","","","","","","","","","0","0.7","2",""
"GSM8K,min_p=0,top_p=0.7,temperature=1,dry-dew-141","0.32752084912812734","0.01292710221042648","","","","195","","","","","","","","","","","","0","0.7","1",""
"GSM8K,min_p=0.3,top_p=1,temperature=3,exalted-field-140","0.0887035633055345","0.007831458737058714","","","","213","","","","","","","","","","","","0.3","1","3",""
"GSM8K,min_p=0.3,top_p=1,temperature=2,easy-jazz-139","0.2577710386656558","0.012048370213576584","","","","196","","","","","","","","","","","","0.3","1","2",""
"GSM8K,min_p=0.3,top_p=1,temperature=1,warm-serenity-138","0.3646702047005307","0.013258428375662249","","","","242","","","","","","","","","","","","0.3","1","1",""
"GSM8K,min_p=0,top_p=0.8,temperature=3,genial-snow-137","0","0","","","","288","","","","","","","","","","","","0","0.8","3",""
"GSM8K,min_p=0,top_p=0.8,temperature=2,genial-tree-136","0","0","","","","280","","","","","","","","","","","","0","0.8","2",""
"GSM8K,min_p=0,top_p=0.8,temperature=1,smooth-violet-135","0.32752084912812734","0.012927102210426466","","","","201","","","","","","","","","","","","0","0.8","1",""
"GSM8K,min_p=0.2,top_p=1,temperature=3,vague-disco-134","0.016679302501895376","0.0035275958887224313","","","","257","","","","","","","","","","","","0.2","1","3",""
"GSM8K,min_p=0.2,top_p=1,temperature=2,stellar-spaceship-133","0.16376042456406367","0.010193237214420949","","","","202","","","","","","","","","","","","0.2","1","2",""
"GSM8K,min_p=0.2,top_p=1,temperature=1,hearty-night-132","0.34874905231235787","0.01312722705503586","","","","200","","","","","","","","","","","","0.2","1","1",""
"GSM8K,min_p=0,top_p=0.9,temperature=3,hopeful-blaze-131","0","0","","","","284","","","","","","","","","","","","0","0.9","3",""
"GSM8K,min_p=0,top_p=0.9,temperature=2,deep-sound-130","0","0","","","","277","","","","","","","","","","","","0","0.9","2",""
"GSM8K,min_p=0,top_p=0.9,temperature=1,quiet-waterfall-129","0.2767247915087187","0.01232304739795979","","","","200","","","","","","","","","","","","0","0.9","1",""
"GSM8K,min_p=0.1,top_p=1,temperature=3,summer-smoke-128","0","0","","","","268","","","","","","","","","","","","0.1","1","3",""
"GSM8K,min_p=0.1,top_p=1,temperature=2,hearty-donkey-127","0.0621683093252464","0.006651035644531683","","","","231","","","","","","","","","","","","0.1","1","2",""
"GSM8K,min_p=0.1,top_p=1,temperature=1,frosty-sun-126","0.30856709628506446","0.012723076049815896","","","","244","","","","","","","","","","","","0.1","1","1",""
