"Name","gpqa_main_generative_n_shot/exact_match,flexible-extract","gpqa_main_generative_n_shot/exact_match_stderr,flexible-extract","gsm8k_cot/exact_match,strict-match","gsm8k_cot/exact_match_stderr,strict-match","gsm8k_cot/exact_match,flexible-extract","gsm8k_cot/exact_match_stderr,flexible-extract","gsm8k_cot_llama/exact_match,strict-match","gsm8k_cot_llama/exact_match_stderr,strict-match","gsm8k_cot_llama/exact_match,flexible-extract","gsm8k_cot_llama/exact_match_stderr,flexible-extract","Runtime"
"gpqa_main_generative_n_shot_min_z_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","2206"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.234375","0.020035949758324928","","","","","","","","","78"
"gpqa_main_generative_n_shot_min_z_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","2251"
"gpqa_main_generative_n_shot_min_z_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","526"
"gpqa_main_generative_n_shot_min_z_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","616"
"gpqa_main_generative_n_shot_min_z_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","1260"
"gsm8k_alt_stem_conceptual_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","324"
"gsm8k_alt_prose_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","480"
"gsm8k_alt_phd_math_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","526"
"gsm8k_alt_blank_numbers_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","261"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","252"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","249"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.7490523123578469","0.011942354768308835","0.7604245640636846","0.01175686434407741","379"
"gsm8k_alt_stem_conceptual_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","173"
"gsm8k_alt_prose_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","180"
"gsm8k_alt_phd_math_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","177"
"gsm8k_alt_blank_numbers_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","179"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","176"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","174"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","0.6603487490523123","0.013045045067665248","0.6853677028051555","0.01279103722733603","304"
"gsm8k_alt_stem_conceptual_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","133"
"gsm8k_alt_prose_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","134"
"gsm8k_alt_phd_math_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","134"
"gsm8k_alt_blank_numbers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","137"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","132"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","132"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.31311599696739956","0.012774285669385089","0.3290371493555724","0.012942375603679376","203"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","135"
"gsm8k_alt_stem_conceptual.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","166"
"gsm8k_alt_prose.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","180"
"gsm8k_alt_phd_math.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","195"
"gsm8k_alt_blank_numbers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","134"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","131"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","132"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.31311599696739956","0.012774285669385089","0.3290371493555724","0.012942375603679376","165"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","886"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","0.6603487490523123","0.013045045067665248","0.6853677028051555","0.01279103722733603","321"
"gsm8k_alt_stem_conceptual.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","331"
"gsm8k_alt_prose.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","361"
"gsm8k_alt_phd_math.yaml_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","375"
"gsm8k_alt_blank_numbers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","146"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","142"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","142"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.31311599696739956","0.012774285669385089","0.3290371493555724","0.012942375603679376","149"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","1051"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","407"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-3B-Instruct","","","","","","","","","","","5"
"gsm8k_alt_unk_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","145"
"gsm8k_alt_blank_answers_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","145"
"gsm8k_cot_llama_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.31311599696739956","0.012774285669385089","0.3290371493555724","0.012942375603679376","236"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","30"
"8SHOTgsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.7490523123578469","0.011942354768308835","0.7604245640636846","0.01175686434407741","381"
"8SHOTgsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.7490523123578469","0.011942354768308835","0.7604245640636846","0.01175686434407741","400"
"8SHOTgsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.29492039423805916","0.012560698010954774","0.30932524639878695","0.012731710925078138","151"
"ZEROSHOTgsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","0.2585291887793783","0.012059911372516123","0.3055344958301744","0.01268813407672688","198"
"gsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.7490523123578469","0.011942354768308835","0.7604245640636846","0.01175686434407741","396"
"gsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.7490523123578469","0.011942354768308835","0.7604245640636846","0.01175686434407741","276"
"gsm8k_cot_llama_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","0.6815769522365428","0.012832225723075404","0.7065959059893859","0.01254183081546149","291"
"gsm8k_cot_llama_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.1-8B-Instruct","","","","","","","","","","","841"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","1036"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.234375","0.020035949758324928","","","","","","","","","161"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.234375","0.020035949758324928","","","","","","","","","160"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","1950"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","165"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","91"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","76"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","140"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","61"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","106"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","76"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","156"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","165"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","142"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","1"
"gsm8k_cot_llama_top_p_0.9_temp_0.7_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","16"
"gsm8k_cot_llama_top_p_0.9_temp_0.5_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","31"
"gsm8k_cot_llama_top_p_0.9_temp_0_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","46"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","75"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","142"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","","","","","","","","","","","135"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.26339285714285715","0.02083369001657859","","","","","","","","","142"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.18526785714285715","0.018376115117972425","","","","","","","","","143"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.22767857142857145","0.0198338196436619","","","","","","","","","138"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.296875","0.021609729061250887","","","","","","","","","130"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28794642857142855","0.021416989369571832","","","","","","","","","128"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2700892857142857","0.021000749078822385","","","","","","","","","125"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.021316828987262147","","","","","","","","","125"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.19196428571428573","0.01862823617063184","","","","","","","","","142"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.24553571428571427","0.02035742845448456","","","","","","","","","136"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2544642857142857","0.02060126475832285","","","","","","","","","130"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28794642857142855","0.021416989369571815","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.25669642857142855","0.020660425491724692","","","","","","","","","126"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28125","0.02126578568827395","","","","","","","","","125"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.15625","0.017173671221421365","","","","","","","","","119"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.6_vllm_meta-llama_Llama-3.2-3B-Instruct","0.20089285714285715","0.018950950292372624","","","","","","","","","113"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.24553571428571427","0.020357428454484586","","","","","","","","","108"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.26339285714285715","0.020833690016578595","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.30580357142857145","0.021792582688756983","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.28125","0.02126578568827395","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.14508928571428573","0.01665805492627008","","","","","","","","","117"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.6_vllm_meta-llama_Llama-3.2-3B-Instruct","0.24553571428571427","0.020357428454484575","","","","","","","","","113"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25669642857142855","0.0206604254917247","","","","","","","","","107"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.27901785714285715","0.021214094157265963","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25669642857142855","0.020660425491724695","","","","","","","","","105"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.29464285714285715","0.021562481080109747","","","","","","","","","106"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.13839285714285715","0.01633269009152234","","","","","","","","","99"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.6_vllm_meta-llama_Llama-3.2-1B-Instruct","0.18303571428571427","0.01829008371700404","","","","","","","","","96"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.22991071428571427","0.01990198453013952","","","","","","","","","90"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2544642857142857","0.02060126475832285","","","","","","","","","88"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.25","0.02048079801297601","","","","","","","","","88"
"gpqa_main_generative_n_shot_top_p_0.95_temp_1.1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24330357142857145","0.020294638625866782","","","","","","","","","87"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.14955357142857142","0.016868175607503352","","","","","","","","","98"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.6_vllm_meta-llama_Llama-3.2-1B-Instruct","0.18526785714285715","0.01837611511797243","","","","","","","","","95"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.20535714285714285","0.019106763899193847","","","","","","","","","89"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24107142857142855","0.020231102978728713","","","","","","","","","89"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2611607142857143","0.02077663222303596","","","","","","","","","87"
"gpqa_main_generative_n_shot_top_p_0.9_temp_1.1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24107142857142855","0.02023110297872869","","","","","","","","","87"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.26339285714285715","0.0208336900165786","","","","","","","","","126"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.27455357142857145","0.02110874729063386","","","","","","","","","124"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28125","0.02126578568827395","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.27232142857142855","0.021055082129324165","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3013392857142857","0.021702375698545627","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.27901785714285715","0.021214094157265963","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.29017857142857145","0.02146611544057122","","","","","","","","","127"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.265625","0.02089005840079951","","","","","","","","","126"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.29017857142857145","0.02146611544057122","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.31026785714285715","0.021880380205954647","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.26785714285714285","0.020945742941635495","","","","","","","","","123"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","121"
"gpqa_main_generative_n_shot_min_p_0_temp_1.7_vllm_meta-llama_Llama-3.1-8B-Instruct","0.18080357142857145","0.018203033401809503","","","","","","","","","142"
"gpqa_main_generative_n_shot_min_p_0_temp_1.6_vllm_meta-llama_Llama-3.1-8B-Instruct","0.20535714285714285","0.019106763899193868","","","","","","","","","137"
"gpqa_main_generative_n_shot_min_p_0_temp_1.4_vllm_meta-llama_Llama-3.1-8B-Instruct","0.25223214285714285","0.020541391016487966","","","","","","","","","132"
"gpqa_main_generative_n_shot_min_p_0_temp_1.3_vllm_meta-llama_Llama-3.1-8B-Instruct","0.2857142857142857","0.02136722869983604","","","","","","","","","129"
"gpqa_main_generative_n_shot_min_p_0_temp_1.2_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28348214285714285","0.021316828987262147","","","","","","","","","126"
"gpqa_main_generative_n_shot_min_p_0_temp_1.1_vllm_meta-llama_Llama-3.1-8B-Instruct","0.28794642857142855","0.02141698936957184","","","","","","","","","124"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.29017857142857145","0.02146611544057122","","","","","","","","","104"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.6_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25892857142857145","0.02071887932447213","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.3080357142857143","0.021836780796366417","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2924107142857143","0.02151461125992853","","","","","","","","","104"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2611607142857143","0.020776632223035944","","","","","","","","","104"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.27232142857142855","0.02105508212932417","","","","","","","","","104"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.21428571428571427","0.019407749261742227","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.6_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25892857142857145","0.020718879324472136","","","","","","","","","106"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.3013392857142857","0.02170237569854563","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.27901785714285715","0.021214094157265963","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2924107142857143","0.02151461125992853","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2700892857142857","0.021000749078822385","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0_temp_1.7_vllm_meta-llama_Llama-3.2-3B-Instruct","0.14955357142857142","0.016868175607503352","","","","","","","","","116"
"gpqa_main_generative_n_shot_min_p_0_temp_1.6_vllm_meta-llama_Llama-3.2-3B-Instruct","0.19419642857142855","0.018710330187041588","","","","","","","","","113"
"gpqa_main_generative_n_shot_min_p_0_temp_1.4_vllm_meta-llama_Llama-3.2-3B-Instruct","0.22544642857142855","0.01976485573392922","","","","","","","","","107"
"gpqa_main_generative_n_shot_min_p_0_temp_1.3_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25669642857142855","0.0206604254917247","","","","","","","","","106"
"gpqa_main_generative_n_shot_min_p_0_temp_1.2_vllm_meta-llama_Llama-3.2-3B-Instruct","0.25669642857142855","0.020660425491724695","","","","","","","","","105"
"gpqa_main_generative_n_shot_min_p_0_temp_1.1_vllm_meta-llama_Llama-3.2-3B-Instruct","0.2767857142857143","0.021161749643954845","","","","","","","","","224"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.22544642857142855","0.01976485573392923","","","","","","","","","86"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.6_vllm_meta-llama_Llama-3.2-1B-Instruct","0.25669642857142855","0.0206604254917247","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.4_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24107142857142855","0.02023110297872871","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.3_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24553571428571427","0.02035742845448455","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.2_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2544642857142857","0.02060126475832285","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.1_temp_1.1_vllm_meta-llama_Llama-3.2-1B-Instruct","0.2924107142857143","0.021514611259928533","","","","","","","","","85"
"gpqa_main_generative_n_shot_min_p_0.05_temp_1.7_vllm_meta-llama_Llama-3.2-1B-Instruct","0.24553571428571427","0.020357428454484586","","","","","","","","","86"
